Asset Class,Issuer Name,CUSIP,Ticker,Ask Price,Cpn,Maturity,Conversion Ratio,CV Conversion Price,CV Stock Volatility
Corporates,Liberty Media Corp,531229AR3,LMCA,108.631,2.375,30/09/2053,9.532,104.9097776,32.60243841
Corporates,Health Catalyst Inc,42225TAB3,HCAT,95.412,2.5,15/04/2025,32.6797,30.60003611,55.79491694
Corporates,Porch Group Inc,733245AA2,PRCH,30.299,0.75,15/09/2026,39.9956,25.0027503,96.04916573
Corporates,Varex Imaging Corp,92214XAB2,VREX,117.488,4.0,01/06/2025,48.048,20.81252081,36.10930225
Corporates,NextEra Energy Partners LP,65341BAD8,NEP,88.116,0.0,15/11/2025,13.4422,74.39258455,33.54908759
Corporates,Livent Corp,53814LAB4,LTHM,216.186,4.125,15/07/2025,114.4885,8.734501719,67.54115273
Corporates,Kaman Corp,483548AF0,KAMN,99.043,3.25,01/05/2024,15.3227,65.26264953,33.01789096
Corporates,Revance Therapeutics Inc,761330AB5,RVNC,76.434,1.75,15/02/2027,30.8804,32.38300022,99.43878053
Corporates,Workiva Inc,98139AAC9,WK,102.826,1.25,15/08/2028,7.469,133.8867318,35.51064652
Preferreds,AES Corp/The,00130H204,AES,76.23,6.875,15/02/2024,3.16031,31.64246545,31.04044456
Corporates,Neurocrine Biosciences Inc,64125CAD1,NBIX,173.062,2.25,15/05/2024,13.1711,75.92380287,36.08560446
Corporates,Confluent Inc,20717MAB9,CFLT,83.726,0.0,15/01/2027,9.9936,100.064041,57.94900793
Corporates,Repay Holdings Corp,76029LAA8,RPAY,85.573,0.0,01/02/2026,29.7619,33.60000538,34.45249068
Corporates,Mirum Pharmaceuticals Inc,604749AA9,MIRM,122.496,4.0,01/05/2029,31.5075,31.73847497,57.38198107
Corporates,BILL Holdings Inc,090043AD2,BILL,83.56,0.0,01/04/2027,2.4108,414.8000664,51.52865574
Corporates,Bridgebio Pharma Inc,10806XAD4,BBIO,85.289,2.25,01/02/2029,10.305,97.04027171,48.80582692
Corporates,Forum Energy Technologies Inc,34984VAC4,FET,97.914,9.0,04/08/2025,0.037037034,27.00000251,43.2552441
Corporates,Halozyme Therapeutics Inc,40637HAD1,HALO,86.332,0.25,01/03/2027,12.9576,77.17478545,35.4941236
Corporates,Halozyme Therapeutics Inc,40637HAF6,HALO,93.532,1.0,15/08/2028,17.8517,56.017074,35.75437052
Corporates,Glencore Funding LLC,AR8389751,GLENLN,110.596,0.0,27/03/2025,32103.28596,4.418862299,34.58931192
Corporates,Exact Sciences Corp,30063PAB1,EXAS,97.982,0.375,15/03/2027,8.9554,111.6644706,43.21072517
Corporates,Fluor Corp,343412AH5,FLR,109.134,1.125,15/08/2029,22.042,45.36793394,35.90925763
Corporates,Ionis Pharmaceuticals Inc,462222AD2,IONS,105.588,0.0,01/04/2026,17.2902,57.83623093,36.72787295
Corporates,Ziff Davis Inc,48123VAE2,ZD,95.113,1.75,01/11/2026,9.378299713,106.6291365,25.95372009
Corporates,Pacira BioSciences Inc,695127AF7,PCRX,92.985,0.75,01/08/2025,13.9324,71.77514283,31.60140464
Corporates,Travere Therapeutics Inc,89422GAA5,TVTX,66.875,2.25,01/03/2029,31.374,31.87352585,81.98096413
Corporates,CSG Systems International Inc,126349AG4,CSGS,101.336,3.875,15/09/2028,14.0753,71.04644306,29.45452257
Corporates,Rapid7 Inc,753422AF1,RPD,91.016,0.25,15/03/2027,9.6734,103.3762689,38.2564375
Corporates,CenterPoint Energy Inc,15189T206,CNP,39.528,3.36916,15/09/2029,1.0,58.25,26.49109
Corporates,HAT Holdings I LLC / HAT Holdings II LLC,418751AG8,HASI,100.979,0.0,01/05/2025,17.714,56.45252343,41.94240722
Corporates,PPL Capital Funding Inc,69352PAR4,PPL,97.086,2.875,15/03/2028,29.3432,34.079446,15.82429493
Corporates,Braemar Hotels & Resorts Inc,10482BAB7,BHR,86.172,4.5,01/06/2026,157.7909,6.337501085,90.44401179
Corporates,Integer Holdings Corp,45826HAA7,ITGR,128.838,2.125,15/02/2028,11.4681,87.19840253,33.49821602
Corporates,Lumentum Holdings Inc,55024UAG4,LITE,101.146,1.5,15/12/2029,14.3808,69.53716066,42.7970402
Corporates,World Kinect Corp,98149GAA8,WKC,101.568,3.25,01/07/2028,35.171,28.43251542,37.12984236
Corporates,InterDigital Inc,45867GAD3,IDCC,147.969,3.5,01/06/2027,12.9041,77.49474973,31.23428958
Corporates,CNX Resources Corp,12653CAG3,CNX,163.743,2.25,01/05/2026,77.8816,12.84000329,42.56786099
Corporates,PetIQ Inc,71639TAB2,PETQ,100.25,4.0,01/06/2026,33.7268,29.65001127,50.02248517
Corporates,Bentley Systems Inc,08265TAB5,BSY,99.473,0.125,15/01/2026,15.5925,64.13339747,29.90776572
Corporates,Virgin Galactic Holdings Inc,92766KAA4,SPCE,45.35,2.5,01/02/2027,78.1968,12.78824709,108.6402421
Corporates,Guess? Inc,401617AD7,GES,104.588,2.0,15/04/2024,39.666799,25.20999993,44.35634658
Corporates,Chegg Inc,163092AD1,CHGG,92.393,0.125,15/03/2025,19.3956,51.55808534,62.0367411
Corporates,Gossamer Bio Inc,38341PAA0,GOSS,37.883,5.0,01/06/2027,61.6095,16.23126304,108.2245974
Corporates,Amphastar Pharmaceuticals Inc,03209RAA1,AMPH,121.397,2.0,15/03/2029,15.8821,62.96396572,46.78246269
Corporates,Cinemark Holdings Inc,17243VAB8,CNK,120.115,4.5,15/08/2025,69.6767,14.35200002,48.91471727
Corporates,HCI Group Inc,40416EAF0,HCI,123.283,4.75,01/06/2042,12.4166,80.53734517,103.6511165
Corporates,Greenbrier Cos Inc/The,393657AM3,GBX,98.648,2.875,15/04/2028,18.0317,55.45788805,42.15456145
Corporates,HubSpot Inc,443573AD2,HUBS,210.737,0.375,01/06/2025,3.5396,282.5177986,50.27093369
Corporates,Eventbrite Inc,29975EAD1,EB,85.592,0.75,15/09/2026,35.8616,27.88498003,49.87166342
Corporates,Pegasystems Inc,705573AB9,PEGA,92.955,0.75,01/03/2025,7.4045,135.0530083,35.47871113
Corporates,Block Inc,852234AK9,SQ,82.436,0.25,01/11/2027,3.343,299.1325157,49.64899689
Corporates,Live Nation Entertainment Inc,538034AU3,LYV,106.392,2.0,15/02/2025,9.4469,105.8548307,32.52906056
Corporates,Inseego Corp,45782BAD6,INSG,31.079,3.25,01/05/2025,79.2896,12.61199451,207.953949
Corporates,GEO Corrections Holdings Inc,36166WAB9,GEO,142.6,6.5,23/02/2026,108.4011,9.224998639,49.294151
Corporates,Vishay Intertechnology Inc,928298AP3,VSH,99.358,2.25,15/06/2025,32.1268,31.12666061,27.35427389
Corporates,Post Holdings Inc,737446AT1,POST,100.861,2.5,15/08/2027,9.4248,106.1030473,19.56390093
Corporates,Turning Point Brands Inc,90041LAE5,TPB,97.775,2.5,15/07/2024,18.6789,53.53634315,41.24080437
Corporates,Block Inc,852234AJ2,SQ,88.12,0.0,01/05/2026,3.343,299.1325157,49.64899689
Corporates,Stem Inc,85859NAA0,STEM,51.763,0.5,01/12/2028,34.1965,29.24275876,91.57423701
Corporates,CenterPoint Energy Inc,15189TBC0,CNP,100.53,4.25,15/08/2026,27.1278,36.86255428,18.10804126
Corporates,Cracker Barrel Old Country Store Inc,22410JAB2,CBRL,87.75,0.625,15/06/2026,5.6759,176.1835127,36.09184548
Corporates,Penn Entertainment Inc,707569AU3,PENN,131.102,2.75,15/05/2026,42.735,23.4000234,52.5286253
Corporates,Burlington Stores Inc,122017AC0,BURL,113.913,1.25,15/12/2027,4.856,205.9308072,38.67222803
Corporates,LivePerson Inc,538146AD3,LPSN,66.677,0.0,15/12/2026,13.2933,75.22586566,95.25426833
Corporates,8x8 Inc,282914AE0,EGHT,88.356,4.0,01/02/2028,139.8064,7.152748372,68.52884796
Corporates,Vroom Inc,92918VAB5,VRM,54.341,0.75,01/07/2026,17.8527,56.01393627,139.2638764
Corporates,Liberty Broadband Corp,530307AE7,LBRDA,99.375,3.125,31/03/2053,1.8901,529.0725358,29.67701693
Corporates,Bentley Systems Inc,08265TAD1,BSY,90.312,0.375,01/07/2027,12.0153,83.22721863,31.22204728
Corporates,Dropbox Inc,26210CAC8,DBX,99.299,0.0,01/03/2026,26.1458,38.24706071,28.02069722
Corporates,Vishay Intertechnology Inc,928298AQ1,VSH,98.553,2.25,15/09/2030,33.1609,30.15599697,27.47663341
Corporates,TransMedics Group Inc,89377MAA7,TMDX,114.927,1.5,01/06/2028,10.6388,93.99556341,61.42834943
Corporates,CMS Energy Corp,125896BW9,CMS,99.085,3.375,01/05/2028,13.5194,73.96777964,17.02191211
Corporates,i3 Verticals LLC,44933TAB2,IIIV,94.876,1.0,15/02/2025,24.4666,40.87204597,44.67501156
Corporates,Liberty Interactive LLC,530715AL5,LINTA,26.23,3.75,15/02/2030,1.0,933.1201,18.92716
Corporates,Match Group Financeco 2 Inc,44932FAA5,MTCH,90.484,0.875,15/06/2026,11.42592569,87.52026113,43.42279533
Corporates,TripAdvisor Inc,896945AD4,TRIP,88.491,0.25,01/04/2026,13.5483,73.8099983,36.30717767
Corporates,Applied Optoelectronics Inc,03823UAC6,AAOI,150.315,5.25,15/12/2026,65.6276,15.23749154,92.7589757
Corporates,Insight Enterprises Inc,45765UAB9,NSIT,261.01,0.75,15/02/2025,14.6376,68.31721047,59.9637561
Corporates,Cutera Inc,232109AD0,CUTR,25.893,2.25,01/06/2028,18.986,52.67038871,142.1041103
Corporates,Greenbrier Cos Inc/The,393657AK7,GBX,100.59,2.875,01/02/2024,17.1878,58.18080266,43.18728089
Corporates,Tyler Technologies Inc,902252AB1,TYL,101.36,0.25,15/03/2026,2.0266,493.4372841,25.31422041
Corporates,BlackLine Inc,09239BAB5,BL,104.064,0.125,01/08/2024,13.6244,73.39772761,42.40249046
Corporates,Redfin Corp,75737FAC2,RDFN,85.337,0.0,15/10/2025,13.792,72.50580046,92.84654124
Corporates,Biora Therapeutics Inc,74319FAB3,BIOR,58.799,7.25,01/12/2025,11.120378,89.92500075,118.4416851
Corporates,Magnite Inc,55955DAB6,MGNI,86.401,0.25,15/03/2026,15.6539,63.88184414,59.45091296
Corporates,Topgolf Callaway Brands Corp,131193AE4,MODG,109.09,2.75,01/05/2026,56.7698,17.61499952,47.66837138
Corporates,Prospect Capital Corp,74348TAT9,PSEC,100.178,6.375,01/03/2025,110.742,9.029997652,27.46893676
Corporates,Envista Holdings Corp,29415FAC8,NVST,92.048,1.75,15/08/2028,21.5942,46.30873105,32.02483149
Corporates,Snap Inc,83304AAD8,SNAP,106.49,0.25,01/05/2025,46.1233,21.68101589,56.81409706
Corporates,Groupon Inc,399473AF4,GRPN,62.893,1.125,15/03/2026,15.6619,63.8492137,82.44214435
Corporates,Envestnet Inc,29404KAE6,ENV,93.474,0.75,15/08/2025,9.3682,106.7440917,44.87724232
Corporates,Avid SPV LLC,05369GAA6,CDMO,78.196,1.25,15/03/2026,47.1403,21.21327187,108.6119733
Corporates,Lumentum Holdings Inc,55024UAF6,LITE,79.363,0.5,15/06/2028,7.6319,131.0289705,43.1739314
Corporates,Ionis Pharmaceuticals Inc,462222AE0,IONS,114.98,1.75,15/06/2028,18.612,53.72877713,37.14986054
Corporates,Burlington Stores Inc,122017AB2,BURL,109.552,2.25,15/04/2025,4.5418,220.1770223,38.08268862
Corporates,Q2 Holdings Inc,74736LAF6,QTWO,90.667,0.125,15/11/2025,7.1355,140.1443487,55.83907788
Corporates,Uniti Fiber Holdings Inc,91325LAA8,UNIT,100.209,4.0,15/06/2024,101.9818,9.805671208,49.50547196
Corporates,Perficient Inc,71375UAF8,PRFT,83.618,0.125,15/11/2026,5.21,191.9385797,38.37210936
Corporates,Oil States International Inc,678026AK1,OIS,101.329,4.75,01/04/2026,95.3516,10.487501,51.17858783
Corporates,Chefs' Warehouse Inc/The,163086AE1,CHEF,96.471,2.375,15/12/2028,22.5912,44.26502355,44.37532027
Corporates,Peabody Energy Corp,704551AD2,BTU,145.882,3.25,01/03/2028,50.3816,19.84851612,40.39140873
Corporates,PagerDuty Inc,69553PAC4,PD,110.83,1.5,15/10/2028,36.5647,27.34878175,43.94121442
Corporates,BofA Finance LLC,09709UV70,BAC,108.844,0.6,25/05/2027,9.526985,104.965002,21.44602963
Corporates,Progress Software Corp,743312AB6,PRGS,105.827,1.0,15/04/2026,17.4525,57.29838132,27.78835607
Corporates,Insmed Inc,457669AA7,INSM,107.531,1.75,15/01/2025,25.5384,39.15672086,88.05496166
Corporates,Exact Sciences Corp,30063PAA3,EXAS,116.328,1.0,15/01/2025,13.2569,75.43241633,46.46518999
Preferreds,RBC Bearings Inc,75524B203,RBC,130.19,5.0,15/10/2024,0.4413,226.6032178,31.49111594
Corporates,MannKind Corp,56400PAQ5,MNKD,101.019,2.5,01/03/2026,191.8281,5.213000598,53.74038972
Corporates,Natera Inc,632307AB0,NTRA,170.338,2.25,01/05/2027,25.7785,38.7920166,56.62417184
Corporates,Altair Engineering Inc,021369AC7,ALTR,130.199,1.75,15/06/2027,13.9505,71.68201857,37.06264078
Corporates,Uniti Group Inc,91325VAA6,UNIT,99.198,7.5,01/12/2027,137.1742,7.290000598,49.33380979
Corporates,Bandwidth Inc,05988JAB9,BAND,83.605,0.25,01/03/2026,10.9857,91.02742656,78.15590739
Corporates,Redwood Trust Inc,758075AD7,RWT,99.0,5.625,15/07/2024,54.83169937,18.23762552,26.1930077
Corporates,Freshpet Inc,358039AA3,FRPT,144.452,3.0,01/04/2028,14.3516,69.6786421,49.06800919
Corporates,Alliant Energy Corp,018802AB4,LNT,99.308,3.875,15/03/2026,15.5461,64.32481458,21.54771936
Corporates,Livongo Health Inc,539183AA1,TDOC,94.023,0.875,01/06/2025,8.25248,114.0134844,62.43428576
Corporates,Granite Construction Inc,387328AC1,GVA,127.946,3.75,15/05/2028,21.6807,46.12397201,36.0436134
Corporates,Everbridge Inc,29978AAE4,EVBG,86.898,0.0,15/03/2026,5.5341,180.6978551,68.39286278
Corporates,National Vision Holdings Inc,63845RAB3,EYE,100.847,2.5,15/05/2025,32.0783,31.1737218,41.13999911
Corporates,ATI Inc,01741RAK8,ATI,301.478,3.5,15/06/2025,64.5745,15.48598905,60.05018972
Corporates,Bloomin' Brands Inc,094235AB4,BLMN,258.215,5.0,01/05/2025,89.7304,11.14449507,56.65362869
Corporates,Ceridian HCM Holding Inc,15677JAD0,CDAY,90.443,0.25,15/03/2026,7.5641,132.2034346,36.20699877
Corporates,TechTarget Inc,87874RAD2,TTGT,83.78,0.0,15/12/2026,7.6043,131.5045435,91.46304756
Corporates,Air Transport Services Group Inc,00922RAB1,ATSG,96.209,1.125,15/10/2024,31.3475,31.90047053,39.10939689
Corporates,John Bean Technologies Corp,477839AB0,JBT,90.988,0.25,15/05/2026,5.8958,169.6122664,32.12420201
Corporates,Corporate Office Properties LP,22003BAQ9,CDP,106.299,5.25,15/09/2028,33.3739,29.96353438,31.4986682
Preferreds,Spire Inc,84857L606,SR,49.85,7.5,01/03/2024,0.6354,78.69058861,23.66613063
Corporates,Tilray Brands Inc,88688TAC4,TLRY,113.75,5.2,15/06/2027,376.6478,2.655000242,92.53583424
Corporates,Everbridge Inc,29978AAC8,EVBG,94.579,0.125,15/12/2024,8.8999,112.360813,66.73820521
Corporates,CalAmp Corp,128126AD1,CAMP,85.529,2.0,01/08/2025,32.5256,30.74501316,302.201134
Corporates,Century Aluminum Co,156431AQ1,CENX,88.313,2.75,01/05/2028,53.3547,18.74249129,61.9135822
Corporates,PTC Therapeutics Inc,69366JAD3,PTCT,91.377,1.5,15/09/2026,19.0404,52.51990504,70.16483109
Corporates,LivaNova USA Inc,538030AB3,LIVN,108.483,3.0,15/12/2025,16.398,60.98304671,37.11751966
Corporates,Ironwood Pharmaceuticals Inc,46333XAF5,IRWD,104.937,0.75,15/06/2024,74.6687,13.39249244,75.30772361
Corporates,Applied Optoelectronics Inc,03823UAB8,AAOI,125.97,5.0,15/03/2024,56.9801,17.54998675,91.38591289
Corporates,Marcus Corp/The,566330AB2,MCS,148.877,5.0,15/09/2025,92.8229,10.7732036,35.69251028
Corporates,Novavax Inc,670002AC8,NVAX,59.827,5.0,15/12/2027,80.0,12.5,116.4709612
Corporates,BigCommerce Holdings Inc,08975PAB4,BIGC,80.9,0.25,01/10/2026,13.6783,73.10850033,62.49438323
Corporates,Accolade Inc,00437EAB8,ACCD,87.758,0.5,01/04/2026,19.8088,50.48261379,59.49047231
Corporates,Permian Resources Operating LLC,15136AAA0,PR,232.617,3.25,01/04/2028,163.6986,6.108787736,53.24897017
Corporates,Asahi Refining USA Inc,BO3023583,ASAHUS,86.766,0.0,16/03/2026,4657.661854,2273.4583,15.79140722
Corporates,Ionis Pharmaceuticals Inc,462222AB6,IONS,95.715,0.125,15/12/2024,12.0075,83.28128253,35.44712704
Corporates,Apellis Pharmaceuticals Inc,03753UAB2,APLS,170.517,3.5,15/09/2026,25.3405,39.46252047,64.071848
Corporates,CryoPort Inc,229050AC3,CYRX,81.374,0.75,01/12/2026,8.5038,117.5944872,89.72701689
Corporates,Nabors Industries Inc,62957HAB1,NBR,99.824,0.75,15/01/2024,0.801800013,1247.193794,54.18122649
Corporates,JPMorgan Chase Financial Co LLC,48133DL24,JPM,129.953,0.5,15/06/2027,4.78534,208.9715673,32.52339797
Corporates,Xometry Inc,98423FAB5,XMTR,96.663,1.0,01/02/2027,17.8213,56.11262927,70.43904636
Corporates,Innoviva Inc,45781MAB7,INVA,108.949,2.5,15/08/2025,57.924,17.2640011,33.85581663
Corporates,Jamf Holding Corp,47074LAB1,JAMF,85.782,0.125,01/09/2026,20.0024,49.99400072,48.80132138
Corporates,Glaukos Corp,377322AB8,GKOS,155.22,2.75,15/06/2027,17.8269,56.0950025,47.4875159
Corporates,Liberty Media Corp,531229AK8,LMCA,111.951,0.5,01/12/2050,11.0983,90.10388978,34.13098295
Corporates,InterDigital Inc,45867GAB7,IDCC,135.48,2.0,01/06/2024,12.3018,81.28891707,30.50329709
Corporates,Desktop Metal Inc,25058XAC9,DM,67.457,6.0,15/05/2027,601.5038,1.662499888,103.5994334
Preferreds,El Paso Energy Capital Trust I,283678209,KMI,47.1,4.75,31/03/2028,0.71958,34.49234276,21.52542218
Corporates,Viavi Solutions Inc,925550AB1,VIAV,99.185,1.0,01/03/2024,75.6229,13.22350769,30.14597572
Corporates,Bloom Energy Corp,093712AH0,BE,116.249,2.5,15/08/2025,61.6808,16.21250049,64.58566147
Corporates,Mitek Systems Inc,606710AA9,MITK,92.689,0.75,01/02/2026,47.9731,20.84501523,44.37707207
Corporates,Alphatec Holdings Inc,02081GAB8,ATEC,106.935,0.75,01/08/2026,54.5316,18.33799118,48.35626927
Corporates,Artivion Inc,228903AB6,AORT,106.891,4.25,01/07/2025,42.6203,23.46299768,53.09740072
Corporates,Rapid7 Inc,753422AG9,RPD,112.797,1.25,15/03/2029,15.4213,64.8453762,39.75142232
Preferreds,UGI Corp,902681113,UGI,59.63,7.25,01/06/2024,1.90215,52.57208948,34.85423036
Corporates,RH,74967XAD5,RH,144.314,0.0,15/09/2024,4.7304,211.3986132,49.88166431
Corporates,Impinj Inc,453204AD1,PI,108.496,1.125,15/05/2027,9.0061,111.0358535,59.87502988
Corporates,Spirit Airlines Inc,848577AA0,SAVE,171.038,4.75,15/05/2025,93.0267,10.749602,80.69995026
Corporates,Sarepta Therapeutics Inc,803607AB6,SRPT,143.824,1.5,15/11/2024,13.621,73.41604875,57.63383596
Corporates,Karyopharm Therapeutics Inc,48576UAA4,KPTI,51.479,3.0,15/10/2025,63.0731,15.85461948,136.3515904
Corporates,Kite Realty Group LP,49803XAB9,KRG,99.799,0.75,01/04/2027,40.397,24.75431344,25.62631423
Corporates,Gannett Co Inc,36472TAA7,GCI,82.899,6.0,01/12/2027,200.0,5.0,65.15159187
Preferreds,New York Community Capital Trust V,64944P307,NYCB,40.84,6.0,01/11/2051,2.4953,20.03767082,29.4004736
Preferreds,Great Ajax Corp,38983D409,AJX,24.62,7.25,30/04/2024,1.7405,14.3636886,37.75165206
Corporates,Viavi Solutions Inc,925550AG0,VIAV,99.363,1.625,15/03/2026,75.7963,13.19325614,30.18465002
Corporates,GS Finance Corp,40057PBH4,GS,94.665,0.5,29/12/2027,6.7936,147.1973622,26.08255316
Corporates,NeoGenomics Inc,64049MAA8,NEO,94.869,1.25,01/05/2025,27.5198,36.33747338,65.45431635
Preferreds,Wheeler Real Estate Investment Trust Inc,963025804,WHLR,68.0,7.0,31/12/2031,0.4,62.5,222.6610504
Corporates,UpHealth Inc,91532BAA9,UPHL,78.254,6.25,15/06/2026,9.38967,106.5000154,104.7798895
Corporates,8x8 Inc,282914AB6,EGHT,99.601,0.5,01/02/2024,38.9484,25.67499564,69.25528614
Corporates,Enphase Energy Inc,29355AAF4,ENPH,173.506,0.25,01/03/2025,12.2637,81.54145976,65.10765447
Corporates,Upwork Inc,91688FAB0,UPWK,85.684,0.25,15/08/2026,15.1338,66.07725753,62.99554723
Corporates,GS Finance Corp,362273BZ6,GS,109.437,4.0,28/09/2026,3.102,322.3726628,36.84336967
Corporates,Q2 Holdings Inc,74736LAD1,QTWO,91.208,0.75,01/06/2026,11.2851,88.61241814,47.15757754
Corporates,Enovix Corp,293594AC1,ENVX,106.496,3.0,01/05/2028,64.08,15.60549313,86.01820647
Corporates,Chefs' Warehouse Inc/The,163086AB7,CHEF,98.411,1.875,01/12/2024,22.6249,44.19909038,44.38138123
Corporates,CTO Realty Growth Inc,210226AD8,CTO,120.966,3.875,15/04/2025,67.3342,14.85129399,22.27232077
Preferreds,Esports Entertainment Group Inc,29667K405,GMBL,3.4,10.0,15/11/2026,1.4e-05,714285.7143,154.9633673
Corporates,Guess? Inc,401617AE5,GES,112.067,3.75,15/04/2028,40.48583,24.69999998,44.6267873
Corporates,Collegium Pharmaceutical Inc,19459JAB0,COLL,105.56,2.875,15/02/2029,27.3553,36.55598732,36.23109812
Corporates,Bandwidth Inc,05988JAD5,BAND,63.806,0.5,01/04/2028,5.5781,179.2725121,80.48847671
Corporates,Zynga Inc,98986TAB4,ZNGA,105.0,0.25,01/06/2024,4.887,118.4176386,34.9195785
Corporates,MGP Ingredients Inc,55303JAB2,MGPI,118.609,1.875,15/11/2041,10.3911,96.23620213,36.82667338
Corporates,Eventbrite Inc,29975EAB5,EB,105.305,5.0,01/12/2025,79.3903,12.59599724,51.26299181
Corporates,Brookdale Senior Living Inc,112463AC8,BKD,92.368,2.0,15/10/2026,123.4568,8.099999352,57.38363719
Corporates,Infinera Corp,45667GAG8,INFN,99.31,3.75,01/08/2028,147.1183,6.79725092,57.1961889
Corporates,GS Finance Corp,40057FE42,GS,103.0,0.0,03/02/2028,7.0145,142.5618362,22.54253294
Corporates,Encore Capital Group Inc,292554AN2,ECPG,99.557,4.0,15/03/2029,15.1763,65.89221352,38.81910162
Corporates,Nevro Corp,64157FAC7,NVRO,94.509,2.75,01/04/2025,9.5238,105.000105,55.03223556
Corporates,Envista Holdings Corp,29415FAB0,NVST,126.138,2.375,01/06/2025,47.5862,21.0144958,38.3408118
Corporates,Green Plains Inc,393222AK0,GPRE,106.269,2.25,15/03/2027,31.6206,31.62495335,43.5739796
Corporates,Invitae Corp,46185LAB9,NVTA,89.048,2.0,01/09/2024,33.6293,29.73597428,150.9038444
Corporates,NeoGenomics Inc,64049MAB6,NEO,76.175,0.25,15/01/2028,15.1172,66.1498161,56.2870323
Corporates,Cytokinetics Inc,23282WAA8,CYTK,805.135,4.0,15/11/2026,94.7811,10.55062665,76.78291624
Corporates,indie Semiconductor Inc,45569UAA9,INDI,122.531,4.5,15/11/2027,115.5869,8.651499435,61.00750647
Corporates,Vertex Energy Inc,92534KAA5,VTNR,103.294,6.25,01/10/2027,169.9235,5.885001192,83.45216925
Corporates,Cutera Inc,232109AB4,CUTR,44.309,2.25,15/03/2026,30.1427,33.1755284,143.2106379
Corporates,Ironwood Pharmaceuticals Inc,46333XAH1,IRWD,109.123,1.5,15/06/2026,74.6687,13.39249244,75.30772361
Corporates,LivePerson Inc,538146AB7,LPSN,98.862,0.75,01/03/2024,25.9182,38.58292628,91.91102403
Corporates,Cerence Inc,156727AB5,CRNC,97.036,3.0,01/06/2025,26.7271,37.41520779,51.2137549
Corporates,Mesa Laboratories Inc,59064RAA7,MLAB,92.405,1.375,15/08/2025,3.5273,283.5029626,45.80887045
Corporates,Digitalbridge Operating Co LLC,19626LAA5,DBRG,195.74,5.75,15/07/2025,108.6955,9.20001288,59.78814481
Corporates,Cerence Inc,156727AC3,CRNC,84.408,1.5,01/07/2028,24.5586,40.71893349,50.59082094
Preferreds,Brookdale Senior Living Inc,112463302,BKD,82.07,7.0,15/11/2025,12.9341,3.865750226,79.13492717
Corporates,BofA Finance LLC,09709UTW8,BAC,113.72,0.0,27/10/2028,8.1328,122.9588825,26.94009574
Corporates,Nice Systems Inc,65366HAB9,NICEIT,241.598,1.25,15/01/2024,12.05379963,82.96139232,54.32966924
Corporates,HCI Group Inc,40416EAD5,HCI,148.971,4.25,01/03/2037,16.5893,60.27981892,103.6511165
Corporates,Acorda Therapeutics Inc,00484MAC0,ACOR,57.388,6.0,01/12/2024,2.38095,420.00042,111.6890867
Corporates,Innoviva Inc,45781MAD3,INVA,88.274,2.125,15/03/2028,38.1432,26.21699281,33.49613458
Corporates,Comcast Holdings Corp,200300507,CMCSA,57.796,2.0,15/10/2029,1.0,71.52,19.18246
Corporates,Microchip Technology Inc,595017AF1,MCHP,258.091,1.625,15/02/2027,22.1521,45.14244699,43.11135975
Corporates,Harmonic Inc,413160AD4,HLIT,152.166,2.0,01/09/2024,115.5001,8.658001162,58.22402455
Corporates,Workiva Inc,98139AAB1,WK,140.429,1.125,15/08/2026,12.4756,80.15646542,40.5565556
Corporates,UpHealth Inc,91532BAC5,UPHL,87.451,14.4,15/12/2025,57.14286,17.49999913,104.7798895
Corporates,Veeco Instruments Inc,922417AH3,VECO,129.042,2.875,01/06/2029,34.2185,29.2239578,37.32897144
Corporates,Composecure Holdings LLC,20459XAA9,COMPOS,97.335,7.0,15/12/2026,86.9565,11.50000288,46.61971564
Corporates,Morgan Stanley Finance LLC,61775MVX1,MS,104.33,2.5,06/11/2026,10.28849,97.1959928,22.73209364
Corporates,EZCORP Inc,302301AE6,EZPW,94.344,2.375,01/05/2025,62.8931,15.89999539,36.90466196
Corporates,PROS Holdings Inc,74346YAG8,PRO,114.586,2.25,15/09/2027,23.9137,41.81703375,41.92198132
Corporates,OPKO Health Inc,68375NAD5,OPK,98.569,4.5,15/02/2025,236.7424,4.224000433,83.6190968
Corporates,Infinera Corp,45667GAE3,INFN,92.491,2.5,01/03/2027,130.5995,7.656997155,56.54396694
Corporates,EZCORP Inc,302301AG1,EZPW,102.234,3.75,15/12/2029,89.0313,11.23200492,34.73530343
Corporates,Altair Engineering Inc,021369AA1,ALTR,182.106,0.25,01/06/2024,21.5049,46.50103,49.41500586
Corporates,PAR Technology Corp,698884AE3,PAR,88.886,1.5,15/10/2027,12.987,77.000077,48.39708054
Corporates,Rapid7 Inc,753422AD6,RPD,112.684,2.25,01/05/2025,16.3875,61.02212052,40.27277717
Corporates,PagerDuty Inc,69553PAB6,PD,97.713,1.25,01/07/2025,24.9507,40.07903586,41.76090687
Corporates,CTO Realty Growth Inc,210226AC0,CTO,120.966,3.875,15/04/2025,67.3342,14.85129399,22.27232077
Corporates,Model N Inc,607525AC6,MODN,94.476,1.875,15/03/2028,23.2364,43.03592639,36.31465566
Corporates,Wayfair Inc,94419LAD3,W,100.286,1.125,01/11/2024,8.591,116.4008846,69.31995573
Corporates,PAR Technology Corp,698884AC7,PAR,121.791,2.875,15/04/2026,23.2722,42.96972353,51.54762448
